review_text,sentiment
"Super LELET dari tgl 20 paket status masih di kantor antaran bekasi
Mau kapan dikirim ke rumah sampe sekarang blm sampe juga 😈😈
Ini mau kapan dikirim udh tgl 26 makan gaji buta ya karyawannya saya rasa .
Dari jawa tgl 19 butuh sehari aja buat ke bekasi
Eh sampe bekasi ga kunjung sampe rumah",negative
Servicesnya kurang bagus,negative
Pelayanan sangat buruk. Petugas lelet.,negative
Ini minta tolong ya saya ngirim paket k bekasi udh dua minggu lebih paket nya gk sampe sampe,negative
"Saya tidak sarankan untuk fotokopi di sebelah kantor pos ini karena mesinnya pernah rusak dan biayanya terlalu mahal untuk fotokopi serta alat tulis, amplop lainnya.",negative
"Kapok pakai jasa pos, kirim dari tanggal 16 mei sampai skrg paket ga bergerak masih di lokasi yang ada jamuran bahan makanannya... Ga heran deh klau mau bangkrut👎, Nyesel pakai pos …",negative
"Pengiriman tidak sesuai waktu bilang satu hari tp blom sampe juga sudah 1 setengah hari gmna ini pengiriman ke Cirebon saya sangat butuh paket saya itu paket berisi ijasah saya butuh secepat nya tolong pegawai nya di tegaskan supaya ga loyo""",negative
Kenapa ya setiap pelayanan umum punya pemerintah kalu d telepon malas menjawab telepon. sementara no tsb d Cantumkan d website. Tolong manager mengevaluasi kinerja bawahannya #BUMN,negative
"No tlpon gk guna, di tlpon gk ada yg ngangkat. Buang buang anggaran nyediain tlpon. Pake telepati aja bos !!!",negative
"Paket tidak bergerak sejak tgl 8 mei sampai saat ini, mohon arahannya berkah pos agen",negative
"Neng maketin barang buat mama dari Taiwan ya Allah moga cepat di antar kasian bgt mama nunggu,😭😭😭😭
Sedih deh maketin buat orang tua malah lama bgt nyampe ny …",negative
"Kirim tanggal 07 September 2019 sampai skrng 18 september 2019 blom sampai paketnya, ga ada respon yg bagus dari kantor pos trus aku kudu pie???",negative
Nomor Telepon Tidak Bisa Dihubungi !,negative
"buat kantor pos perbaiki pelayanan,, dr tgl 9 smpe tgl 13 barang mentok di cirebon,,, kapan smpe'a k indramayu coooooooo",negative
"Paket dikirim hari Kamis dari pengirim, sampai Jumat. Tapi ga dikirim seninnya dengan alasan paket berat. Padahal ga sampai 1kg.

Semoga ditingkatkan lagi kualitas pelayanannya.",negative
"Pengiriman dari batam tgl 25 maret 2020, menurut pelacakan nyampe cirebon tgl 28 maret, harus nya udah nyampe dong ya k indramayu, lah ini mah nyampe tgl 31 blum nyampe juga.
Tolong segera antar k tempat tujuan.",negative
"kirim motor dari jepara ke cirebon wktu krm tanya estimasi 3-4 hari sampai,seminggu brg blm datang tanya by chat 7harian ini udah 10 hari ga ada kabar.solusinya gimana min???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",negative
Kantor bagus tapi pelayanan buruk. Banyak pakrt yg ditahan terlebih dahulu,negative
"sangat lama, dan respon cs lambat....next time stop dulu ya 🙏 …",negative
"Kirim barang dari tgl 2 Januari 2020 dr sumbersari ke Balung sampai hr ini tgl 8 Januari 2020 barang belum terkirim, sdh komplain ke CS kantor pos katanya kurir sdg cuti, sedangkan kami di komplain oleh customer, mnt tlg dong tanggung jawabnya, pelayananx diperbaiki, tlp ke kantor pos pun tdk ada yg merespon!",negative
Uang cod lama gk di transfer males,negative
Kenapa saya harus bayar pajak di BRG...padahal saya bayar banyak dari Malaysia...sekarang saya harus bayar pajak...harusnya kantor pos melayani masyarakat bukan malah mempersulit masyarakat.,negative
"Saya lelah selalu complain. Utk COD POS, di syarat dan ketentuan terdapat klausa yg menyatakan bahwa :

*terhadap setoran yg diserahkan kepada PENGANTAR POS,akan dilakukan penyetoran pembayaran COD pada setiap loket kantor pos H+0 atau H+1 jika kiriman di antar malam hari dan atau hari minggu/libur

Namun pada kenyataannya, setiap barang yg saya kirim dan sudah di terima oleh client penginputan setoran paling cepat H+2!! dan pernah sampai H+5!!

Jadi maksudnya apa ini?? Tolonglah kantor pos, saya lelah setiap kali complain hal yg SAMA!! Tolong di tingkatkan kinerja dan kecepatan SDMnya!! Jangan membuat customer (seperti saya) harus menunggu terlalu lama utk menerima HAK SAYA!!

Sekian, TERIMA KASIH!!",negative
kenapa barang belom datang mulai tanggal 6 sampek tanggal 10 padahal estimasinya cuman 2 hari sampai 3 hari sampek skrng sdah 4 hari,negative
Kiriman gak sampai sampai. Update terakhir 2 hari sebelumnya belum berubah. Buat usaha macet,negative
Knp sy kirim dokumen dr taiwan-jember dr tgl 20-04-2020 sampai skr tgl 05-05-2020 padahal enimasi 3/4 hari sampai😭 padahal dokumen hrs di pkai tgl 3 kmrn.. …,negative
"cs ga bantu info apa2...paket dr cirebon k sumber sari lebih dari 5hari, gk ada tracking update.nya, tolong ditingkatkan, biar customer jg lebih percaya",negative
"Barng sya dri jember ke lampung, g nyampe² udh 3 hari msih disitu aja.. Lama padahal ktanya pos kilat..",negative
Kantor pelayanan publik paling buruk se-Indonesia.,negative
"Pelayanan sangat buruk jauh"" dari luar kota ke pusat MPC menanyakan paket hasilnya admin malah kelimpungan paket gak ada di MPC gak ada di pos cabang Serang Banten juga....!!!!
Malah ada yang komplen barang kiriman dari luar negri Qty nya kurang dari pesanan",negative
Saya sangat kecewa. Mau komplain nmr tlp yg d pajang gak ada yang d angkat.,negative
Pelayanan yang buruk...,negative
Mengecewakan!,negative
"diperbaikilah sistemnya, swasta saja layanannya cukup bagus, ini karyawannya makan gaji buta apa ya. ingat para pegawai pos, gaji anda dari uang rakyat, rakyat disini tidak terlayani dengan baik, kan itu namanya dhalim. Anda makan duit rakyat dengan dhalim. coba lihat JNE, TIKI, J&T, Wahana, dll mereka mampu bersaing dan memberikan pelayanan dengan baik. contoh kecil, Packing nya di lapisi plastik atau plastik buble.
memparbaiki sistem yang sudah bobrok dan oleh orang2 yang sudah tidak produktif, itu bagai mencari jarum dalam jerami.",negative
ga lagi lagi kirim paket di kantor pos. cukup pertama dan terakhir kirim dokumen lewat kantor pos.,negative
"Urutan prosedur utk ambil barang aja ga jelas, antrian panjang, petugasnya cuma 1",negative
Pelayanan sangat amat buruk jauh dari kata nyaman dan lama antri nya loket begitu banyak tapi yg berfungsi hanya beberapa dan petugas keamanan yg berjaga tidak ramah yah begitulah yg sering saya alami ketika kekantor pos pusat,negative
"Pelayanan terburuk sepanjang masa. Sangat mengecewakan. Mending kirim pake jasa lain aja. Mending tutup aja ini perusahaan, biar ga bikin beban negara aja.",negative
"Telp ga ada yg angkat trus, bingung sama ni perusahaan, karyawan nya ntr apa aja kerjanya,",negative
"Kantor pos paling lelet ini , udah nunggu 3-4 jamaan ambil barang dari luar negri , pas di tanya disuruh tunggu sampe di panggil , eh pas udh mao 4 jam, saya tanya ke karyawan yang beda lagi karena udh kelamaan ktnya barang udh di gudang distribusi alhasil gadapet apa"" , kerjaan karyawannya lelet , parah dah kantor pasar baru haduuh",negative
Bad service.. bad at all... barang ditahan lamaaaaaaaaaaaaaaaa!!!! Parah ini ekspedisi katanya terbaik??? Tambahin tuh karyawan kalo emang susah kirim barang tepat waktu!!! Hey barang ditahan 1 minggu lebih di kantor pos padahal sudah release oleh cukai 1 minggu lebih!!!! Please be an excelent!!!!!!!!!!!!!!!,negative
"Pelayanan buruk !! telpon ke 161 dan sdh buat laporan kl mau ambil sendiri di kantor pos pasar baru, sampai situ di suruh balik paket blm siap, sampai 3x kesana bilang nya paket tidak ada di sana.
Smoga cepat bangkrut supaya tdk menyusahkan konsumen.",negative
"Pelayanan ancur. Ga bisa kerja pada nunggu info aja 2 hari. Jawaban investigasi, follow up, ga guna jadi kantor pos. Pantesnya jd konyol pos",negative
"Pengambilan barang dari LN lambat, tak ada nomer antrian!!! Hari gini????",negative
Hari sabtu hanya sampai jam 3. Padahal infonya sampai jam 6.30 sore,negative
"Sebelumnya datang jam 4 lebih katanya tutup jam 4 di loket pengambilan barang luar negeri, besoknya datang lagi jam 13:20 sudah tutup juga alasannya shalat kemudian tanya yang lain bilangnya rapat, saya tunggu sampai jam 4 lebih ternyata tidak ada rapat kecewa parah -_-",negative
"pertama kali nya saya mengambil barang di kantor pos indonesia,
*untuk pelayanan amat sangat buruk, sistem yang kurang jelas dan masih terbilang sangat jauh dari efesiensi kinerja pegawai sehingga dapat terbengkalai dan terlewat terutama dalam absen pelanggan yang hanya selembaran dan tidak urut..

*tidak ada papan informasi yg di suguhkan utk pelanggan apa saja yg harus di siapkan sebelum ke loket, sehingga banyak pelanggan yg bolak balik utk kelengkapan data tersebut, walaupun di surat pemberitahuan sudah di jelaskan namun kurang spesifik seperti foto copi KTP atau Identitas lainnya, hanya di jelaskan membawa kartu identitas (KTP, Sim, Paspor)

*pembayaran dengan Tunai, dan tdk ada informasi di loket maupun di pemberitahuan,

*untuk pegawai tidak menggunakan tanda pengenal, atau Name Tag, dan yang terpenting Sikap dan Tutur bahasa yang kurang pantas sebagai Customer Service",negative
"Telepon tidak pernah diangkat, telepon ke 161 juga tidak ada solusinya. paket sudah di kantor pos jakarta dari tgl 21 oktober sampai sekarang tidak keluar juga. Sudah telepon bea cukai, kata bea cukai, kantor posnya belum submit dokumen. Paket harusnya buat kado ulang tahun jadi gagal. Okelah barang numpuk jadi lama, tapi seenggaknya angkatlah itu telepon, kasih tahu informasinya kalau barang lagi banyak jadi numpuk atau bagaimana. ini telepon puluhan kali tidak pernah satu kali pun diangkat. astagfirullah.",negative
Pelayanan yg sangat buruk sekali saya sudah tlp untuk boking pengambilan barang dan sampe kantor nya malah harus nunggu lama,negative
Telepon saja tdk ada yang angkat,negative
"Pelayanan sangat lama, barang sudah selesai proses cukai sudah lama , tapi ditahan oleh kantor pos ini lama bgttttttt... bad service.. please be excelent!!!!!!!!!!!!!!!!!",negative
"Lebih baik siapkan waktu 2-3 jam utk membuang2 waktu menunggu kalo mau ambil paket kiriman di kantor pos ini. Sungguh tdk profesional. Kalo bukan milik pemerintah, mungkin uda lama pailit ini kantor pos.",negative
"sangat mengecewakan saya menanyakan paket saya ke 161 jawaban CS mengecewakan. TLP kantor poss lapngan banteng juga gk guna gk pernah nyambung, saya tanya ke CS katanya emang percuma di tlp tidak ada gunanya",negative
pelayanan buruk!,negative
#ERROR!,negative
Ampun dah pelayanan ini karyawan na pada kmana.... Sya beli materai pmbayaran via transfer bank.... Kata petugas na yg ngecek pmbyrn transfer via bank gak da... Sya udh nunggu hmpir kurang lbh 1 jam Bukan na dkasih ke petugas lain malah di antebin bae.. Ampe ibukota pindah ke kalimantan kga kelar2 materai saya... Ampun dah,negative
Sungguh memalukan....sulit di hubungi.,negative
"Pelayanannya sangat buruk, mereka tidak memberikan apa yang dijanjikan. mereka menahan paket saya selama 20 hari dan sampai sekarang tidak ada alasan tidak ada solusi. Anda bahkan tidak tahu harus mengeluh ke mana, karena layanan pelanggan mereka sangat BURUK. Tidak direkomendasikan sama sekali. Sebagai perusahaan BUMN, Anda sungguh memalukan bagi Indonesia. Malu padamu. SESEORANG tolong PERBAIKInya.",negative
Layanan terburuk. Semua pekerja malas.,negative
kenapa cs nya susah ngejawabnya ya,negative
pengirimn kilat bisa 1 hari sampai tapi sudah 2 hari belom sampai,negative
Ngapaen yantumin nomer telp kalaw kg di angkat no tlp ya percuma barang udah 1 bulan belum sampe2,negative
Biaya retur kiriman Paket Luar Negeri saya lama sekali di prosesnya sudah hampir 5 minggu.,negative
Sudah telpon berulang ulang gak yang ada angkat!!! katanya services 24 jam 😂 …,negative
gw udah speechless sih mau komplain di pos indonesia tapi no result and cenderung tidak membantu. menggunakan jasa pengiriman express (premium) untuk mengirim dokumen penting ke alamat kantor. gw kecewa nya kurir pos indonesia memberikan dokumen tsb ke rekan kerja yang saya juga tidak tahu itu siapa. entah ini salah saya atau memang di pos indonesia menganggap sama dokumen.,negative
Pelayanan kacau. Dokumen penting dari dari luar negeri hilang dan gk kasih tanggung jawab dan solusi. Cuma minta maaf tanpa solusi. Tolong dibetulkan kualitas irang didalamnya. Biar tukang imagenya bagus kayak dibuku pelajaran sd negara 62,negative
Kantor besar pelayanan lama,negative
"barang kiriman harus ambil sendiri ke kantor pos, jangan pernah gunakan pos lagi mau kirim apapun.",negative
Payahh...no telpon tertera dihubungi kaga ada yg terima..pahal berdering,negative
"Lama sekali pelayanannya, loket sepanjang 24 meter. Terdapat 12 nomor loket, isinya cm 1 karyawan padahal dijam kerja,mengecewakan sekali, pelayanannya.",negative
"Karyawanya gak bisa kerja ccd amat, gak lagi deh gw pake ekspedisi ini barang ketahan gak dibantu apa apa ditelpon juga nggak, bumn ngentddd",negative
"Tertulis pelayanan 24 jam, tapi jam 8 kesini semua petugas sudah tidak ada.",negative
"masih belum dapat kabar
100 lembar materai 6000
masih nunggu izin untuk lihat CCTV
PROSES PANJANG
APA ALESAN GA MAU NGASIH HAK CUSTOMER??????",negative
"Luar biasa pelayanan lama bgtttt terlebih pengiriman dari luar negri, sudah selesai proses cukai tapi dikirim sama kantor pos lama bgttt.. bisa kali ditambah karyawan nya kalo memang berkendala di tenaga kerja..",negative
"Tidak akan pakai pengiram lwt pos lgi..
Barang TDK sampe dkembalikn kpngirim..pdhln terlacak..
TDK di-sms or diberitahu trlebih dahulu..",negative
Sangat susah d hubungi. Pryanan tidk prosesional,negative
"22 desember 2019 niat beli materai di kantor pos malah dibilang : ""hari minggu ga ada panjer materai / ga jual materai"".

yang pegang materai perorangan senin - sabtu aja.

saya cecar, akhirnya petugasnya keluar ruangan trus turun ke bawah, kirain ngapain,  malah liat tukang fotocopy jualan apa enggak, mau ngambil dari sana 🤦🏻‍♂️ ah elah parah bener dah 🤦🏻‍♂️ kantor pos ngambil materai malah dari tukang fotocopy.

kantor pos gede begini kelakuannya. 🤦🏻‍♂️",negative
"Teleponnya ditutup saja, gak guna ditelepon tapi tidak pernah ada yang angkat.",negative
Mending di hapus saja nomor telepon nya percuma ada telfon tidak di angkat,negative
Pelayanan sangat lambat. Kirim dokumen sesama jakarta barat lebih dari 1 bulan. Nomor telepon cuma pajangan ga ada yang angkat,negative
"kirim paket yg besok nyampe tpi nyampenny kaya paket reguler, kurir males pelayanan gk jelas.",negative
"Gw bingung, ini perush udah kaya gini masih aj didiemin.. Dari sisi mana juga udah gak ada bagus n benernya.. Siaaalaan duit pajak rakyat buat biayain perush model gini..!!! Dari tlp nada masuk, ga mau angkat aj udah keliatan.. Jadi pemerintah tau gaaak..?? SANGAT TAU.. Tapi proses pembiaran..!!?",negative
Sangat mengecewakan,negative
"Buruk bangettt tlp gk diangkat” paket gue harusnya udh nympe dri kemaren ,kurirnya miskin pulsa bngt harusnya kalo udh sampe ya tlp bukannya malah dibawa lagi paket nya ,bikin susah orang aja",negative
"Ini kiriman paket saya dari LN yg ke 6x tapi baru kali ini lewat kantor pos bilangnya alamat ga lengkap, gila kali ya jaman sudah modern ya kali cari di google map ga Nemu, kenapa ga tutup aja ni ktr pos sekalian, rugi gaji pejabat dan karyawan kantor pos kalo kerjanya begini",negative
"Tolong segera di kirim ya dengan kode resi ini 2059467000000000021 .. Padahal pakai yang 1hari sampai, ini udah 4hari belum sampai",negative
"Pantes lah mau bangkrut nih PI, paket ekspress aja 2 hari belum sampe. Kalau ga sanggup nganterin sehari ga usah bikin paket ekspress...",negative
Di alamat pengiriman itu kan ada No TLP nya kenapa gak di TLP pada saat barang tiba di alamat .. yang saya heran kenapa barangnya malah di titipkan di kantor pos nya .. lalu bagaimana dengan tugas Kurir ??? Sangat di sayangkan,negative
"gak heran makin sepi. saya mau ngirim barang ke kalimantan dan minta tolong packing. biaya packing ditagih oleh karyawannya langsung, tidak melewati pos. Jadi, biaya packing tersebut seperti sogok",negative
gila si memang. ngirim sama2 wilayah jakarta dr tgl 18 mei sampai tgl 23 mei statusnya masih di kantor ini. satunya ngirim ke pontianak juga blm ada pergerakan sama sekali. udahlah biaya mahal. nyesel bgt pakai ekspedisi ini. cukup sekali dan selanjutnya saya ga bakalan pakai lagi. kalau bisa di batalin. bakal saya batalin biaya pengiriman ga balik ga masalah. pengalaman pertama kali dan sangat sangat buruk!,negative
Ngambil WU pertama bilang bisa..udah nunggu 2 jam tiba tiba ngomong ga bisa kan sial,negative
parah bangat ada no telpon di telpon gak pernah mau angkat pos indonesia pelayanan nya gak memuas kan sungguh kecewa,negative
"Sangat kecewa dgn pelayanan pos indonesia, sy kirim paket tujuan cianjur jawa barat malah nyangkut d cilacap jawa tengah, alasanya petugas salah masukin karunhg, paketnya udh seminggu blum smpe"" , payah bgt pelayananya buruk, kantor ny dtelponin g pernah diangkat sama sekali, ga cuma satu kantor pos aja, kantor pos penerima juga sama ga diangkat sama sekali, sibuk terus, masa iya swtiap jam, stiap menit selalu sibuk, hadeuhh, kecewa, in kali pertama pakai dan ga akan pernah pakai lagi. Kevewa sangat, sudah dirugikan, tpi ga ada sama sekali ganti rugi dan tanggung jwab nya.",negative
Astaghfirullah ditelfonin ga pernah diangkat,negative
"Bgst karyawan nya di tlp ga di angkat2 dr yg di daan mogot smp yg jakarta pusat sama aja, kiriman harusnya udh nyampe malah jd lama",negative
3 jam gw tlp ga dijawab padahal hari senin jam kantor gimana deh,negative
"Parah. Ngga sesuai jam operasional. Jam 21.10 sudah tidak menerima pengiriman, katanya udah ngga bisa cetak resi 😂 pas ditanya bukannya masih jam operasional, dijawab “iya sih....” haduuuh maluuuu …",negative
"Uda di telpon berkali kali malah gaada yang angkat, paket saya nyasar gatau kemana",negative
Dokumen saya hilang. Saya tidak menerimanya. Saya akan klaim kantor pos.,negative
Aduhhh parah banget sihh..  kurirnya pemalas. Masak gak mau anter. Pdhal tempat penerima itu kota bisa akses mobil. Alesannya krna kurir pke mobil. Gak masuk akal banget.,negative
"Layanan Terburuk, Telepon Tidak Berguna; Mengapa TF mencantumkan nomor telepon Anda padahal Anda tidak pernah mengangkatnya.",negative
Paket saya tidak ada kejelasan,negative
"Saya ke kantor pos ingin mengambil paket kiriman saya dari luar negri.. tapi saya tidak di terima denga  baik.. padahal
Di tembok depan terpampang jelas bahwa ttup jam 16.00 tapi saya datang jam 15.28 di tolak mentah2 oleh satpam nya dengan alasan loket sudah di tutup dan dengan alasan satpam sudah di omelin karena antrian nya masih banyak.. dan saya disuruh kembali esok hari.. gimma coba etika nya pos indonesia ini
Kalau memang jam tutup nya sudah ganti harus nya pengumungan di depan diganti juga.. kalau gini saya kecewa.. sangat kecewa dengan POS INDONESIA",negative
PELAYANAN SANGAT BURUK,negative
Tidak pernah menanyakan telepon,negative
Parah emang pelayanan kantor udh pengiriman lemot di tambah mw nlpn ke kantornya ga di angkat2. Sangat buruk dan tidak memuaskan pelayanannya.,negative
Lama kali masuk kiriman saya sama pos,negative
"No rumah salah padahal alamat ditulis lengkap beserta no hp, tp gaada konfirmasi apapun. Customer service tidak ramah saat dihubungi padahal saya udah salam dan ngomong baik2. Too bad",negative
"Pengiriman Swasta : ""Pelanggan adalah Raja, kiriman anda akan kami antar sesuai tarif yang anda bayar""
Kantor Pos : ""meh........""",negative
"Kenapa pegawai kantor pos ini tidak loyal dengan pekerjaan nya...alamat saya salah ketik oleh operator pos pengiriman sedangkan nomor hp saya tercantum jelas di alamat ketikan operator itu..kenapa pas pencarian alamat tak ketemu,dan apa salah nya di telpon nomor hp yg tertera di alamat itu.",negative
"Gini amat pelayanannya yaa? Loket 16, loket hantu",negative
"Ditelpon Nyambung Tapi Ga Diangkat2!!
Niat kerja gak sih?!",negative
no telp ga bisa di hubungi dan kirim paket dari ponorogo express dan 1 minggu blm datang padahal harus nya 2 hari,negative
Paketan saya dari tgl 17 januari sampai sekarang sudah hampir sebulan lebih belum sampai ke tangan saya,negative
Kirim paket expres kok blom sampai2 ya ke alamat saya....pengirima dari tgl 17-01-2020,negative
"Saran saya diputus saja line tlpnya, berkali kali di tlp tidak ada jawaban !!",negative
"Saya datang buat kirim uang via wesel pada pkl 17.15 wib,udah mulai sepi jadi gak perlu antrian.Haduh ruangan panas banget,AC gak dingin.Ampe mandi keringet saya buat nulis weselnya.Ada beberapa pelanggan yg masalahnya sama,Paket gak nyampe tujuan....saran saya sih kalo kirim barang pake kurir swasta aja,biar agak mahal yg penting profesional layanannya.....",negative
"Ditelepon ke kantornya, nggak pernah diangkat... Kurirnya nganterin barang seenaknya, cuma digeletakin gitu aja barangnya didepan rumah.. Adminnya jutek-jutek.. Pantes aja ini jasa ekspedisi BUMN kalah oleh jasa ekspedisi swasta lainnya (JNE, J&T, Wahana, dll). Ambyarr bro.. Ambyarr.",negative
Paket express= semingguan,negative
"parah padahal dirumah pintuny slalu dibuka, ada orang stiap hari, tapi dibilangnya rumah kosong akan diantar ulang. yaampun 👎 …",negative
Pelayanan lama bos.... Tolong diperbaiki manajemen nya...seharusnya kepuasan pelanggan adalah yang utama.,negative
"Ekspedisi macam apa ini,paket ekspres estimasi 1hari nyampe ini seminggu masih belum nyampe juga, pelayanan buruk...",negative
"Kecewa banget, pake layanan express pun lemot pengirimannya. Telp ke 161 berkali kali cuma di follow up doang, gak dikirim tuh paket yg nyangkut di kantor pos pemuda ini, padahal urgent haha dasar cupu. Telp ke kantor sini gak diangkat coi, ngapain dipajang no. telp nya😂 …",negative
"barang keterangan Unsuccessfull delivery ,padahal ada satpam 24 jam, tidak ada konfirmasi dan info lebih lanjut kenapa gagal kirimnya.",negative
Parah ... Paketan lama ngirimnya . Via ekspedisi lain dari Kalimantan 3 hari . Ini dari Semarang 4 hari dan sampe sore ini belum sampe . Parah,negative
"Hati2 deh kalau kirim paket nyampainya di jakarta timur kode 13000 sini,kurir seenaknya,CS seenaknya,mau nerima paket tapi ogah2an nganterin.berasa mau nerima gaji tapi ga mau kerja ..mending pake ekspedisi lain yg lbh niat melayani.masa bodoh banget👎👎 …",negative
"Barang sejak februari 2019 belum sampai hingga sekarang ini, kiriman dengan barcode LP018296650HK dilacak gak ada perubahan hampir setahun, sudah menghubungi customer service jawaban mereka tidak profesional, bahkan aku disuruh langsung datang ke kantor pos jakarta timur ini, kalau rumahku di Papua sana trs habis biaya berapa? Seharusnya smua kantor pos itu bekerja sama , tidak saling lempar tugas aja, masa jawaban customer service tidak bisa ngasih solusi atau melacak barang ke pihak terkait, mereka juga kan karyawan kantor pos, harusnya kasih solusi terbaik, makanya nih kantor pos itu tertinggal dengan jasa pengiriman jaman sekarang",negative
"Paket sudah sampai di Karawang 2 hari tapi ga di kirim2 ke alamat.
Dari alun2 ke perum Bintang alam padahal dekat.
Lagi PSBB gini masa mesti ambil ke kantor posnya langsung?",negative
"Kecewa brat sma kantor pos.  Petugasnya judes. Amit amit.  Pantes aza makin turun.  Kalah sma perusaan jasa sejenis yg lain.  Manager marketingnya minta kerjasama ke perusahaan sani sini.  Petugasnya sombong.  Mana mau. Perusahaan pemerintah emang kurang pelayanannya...yang atas pengen berkembang, yg bawa ga bsa ikutin.",negative
"Tagihan pos cod segera dibayarkan, jangan diendapkan. Kerja lelet.",negative
Anjing ngga bagus pelayanan nya,negative
Pakai pengiriman ekspres yg 1 sampai.. Sampai 3 hari g sampai2,negative
SUSAH DITELPON GA ADA YANG ANGKAT,negative
"Mau tanya mislkan saya mau kirim paket motor  bebek supra 100 cc dr jkt  timur ke kampung saya dayamurni/lampung utara kira2 habis berapa ya. ..klo pake pos..

Trmksh",neutral
"Hari sabtu tutupnya jam berapa yaa??
Apa bisa jemput paket dirumab??",neutral
Mohon info untuk pelayanan pencairan dana BSU sampai jam berapa ?,neutral
"Tutup sampe jam berapa ya.
Saya mau ambil BSU",neutral
Saya mau anter legalisir tutup jam berapa kalau sabtu,neutral
"tanya gan, utk pelayanan krim barang buka sampai jam berapa ya?",neutral
Apakah WU buka pada hari minggu? Jam berapa?,neutral
Untuk pengambilan uang kiriman western union batas waktu sampai jam berapa kak?,neutral
"Untuk Pengambilan Dana BSU, pelayanannya sampe jam berapa ya❓❓❔❔",neutral
"Maaf klau jam segini masih buka tidak ya.
Mau beli materai berapa ya per item",neutral
Bisa kirim 10 kilo ke Irak dan berapa harganya?,neutral
Untuk pengambilan pensiun kalau hari Jumat buka sampai jam berapa yaa ?,neutral
Info penukaran uang sampai jam berapa???,neutral
Ayah,neutral
hari jumat buka sampai jam brapa,neutral
Bang mau tanya ..kalau jam segini bisa ngambil uang kiriman drri luar negri gak ..?  Makasih,neutral
Tempat kirim barang,neutral
Selama covid tutup jam 6 sore,neutral
Mau ngambil duit bisa ga ya,neutral
Tidak ada komentar,neutral
Samping kantor pos 😁🤭👌👍 …,neutral
Standar pelayanan kantor pos,neutral
Ngambil uang,neutral
Pelayan standar,neutral
bangunan bersejarah,neutral
Kiriman udara lintas negara,neutral
Kirim surat pake pos,neutral
Mau gadai bpkb ni tau bisa apa ga ya?,neutral
Kirim barang dan surat,neutral
Central post office in Jogja,neutral
Titik 0km Cirebon,neutral
Karna tempat kerja,neutral
Near Halte Trans Jakarta Indosiar.,neutral
Kantor pos pusat di karawang..lokasi di depan masjid agung karawang..,neutral
Kantor pos rata-rata,neutral
Karena sy bekerja d sana,neutral
Hari ini 25.05.2020 kantor pos buka gk ya??,neutral
Hati-hati,neutral
Apakah ada parkir mobil disini?,neutral
Apakah disini ada map coklat untuk mengirim paket dokumen?,neutral
Kalau hari sabtu buka gak ya kantor pos yang d cangkol.. Ada pegawainya kah yg bertugas d hari sabtu,neutral
Sebuah kantor pos besar di jakarta,neutral
Hanya lewat,neutral
min mau tanya apakah bansos PKH tahpa 3 nay sdh cair ?,neutral
Mengoleksi perjalanan tempat² bersejarah,neutral
Di sini bisa ambil uang trasnfer ria money ga ya,neutral
"mau tanya, pkh 2025 via pos kapan ya cair nya?",neutral
Beli materai di sini,neutral
Kantor pos pusat purwokerto,neutral
kantor pos pusat solo,neutral
Kantor pos pusat Yogyakarta,neutral
Ini kantor pos,neutral
Kantor pos Indonesia karawang,neutral
Buka sampai jam brp bang?,neutral
Tempat bersejarah,neutral
Kantor pos pusat dengan bangunan tempo dulu,neutral
Kantor pos Pekalongan dan juga salah satu tempat bersejarah di kota pekalongan,neutral
Masih seperti dulu.... titik nol km kota semarang,neutral
indonesia post semarang head office,neutral
Kantor pos pusat Jogja,neutral
Sesepuh,neutral
Tampilan jalan,neutral
Apakah ada materai tahun 80 an,neutral
Kirim barang,neutral
Mau kesana blm ada waktu.,neutral
Kantor pos berada persis di seberang apotik dan klinik Kimia Farma dalam area KRB.,neutral
Kantor pos bogor,neutral
Ada mantan saya kerja disitu,neutral
Buat kirim-kirim barang,neutral
"Kantor pos pusat, biasanya disini juga ada mobil Samsat keliling",neutral
karena ini tempat publik,neutral
Koperasi Pegawai kantor pos Jakarta Timur,neutral
Kantor pos ini terletak dekat titik 0 Kota Semarang,neutral
Antam sudah pindah ke jalan pemuda nomor 27,neutral
Ngirim ke kantor pos malioboro,neutral
LPG,neutral
Kirim kirim barang,neutral
Mau gadai bpkb ni tau bisa apa ga ya?,neutral
Kirim barang dan surat,neutral
Central post office in Jogja,neutral
Titik 0km Cirebon,neutral
Karna tempat kerja,neutral
Near Halte Trans Jakarta Indosiar.,neutral
Kantor pos pusat di karawang..lokasi di depan masjid agung karawang..,neutral
Kantor pos rata-rata,neutral
Karena sy bekerja d sana,neutral
Hari ini 25.05.2020 kantor pos buka gk ya??,neutral
Hati-hati,neutral
Apakah ada parkir mobil disini?,neutral
Apakah disini ada map coklat untuk mengirim paket dokumen?,neutral
Kalau hari sabtu buka gak ya kantor pos yang d cangkol.. Ada pegawainya kah yg bertugas d hari sabtu,neutral
Sebuah kantor pos besar di jakarta,neutral
Hanya lewat,neutral
min mau tanya apakah bansos PKH tahpa 3 nay sdh cair ?,neutral
Mengoleksi perjalanan tempat² bersejarah,neutral
Di sini bisa ambil uang trasnfer ria money ga ya,neutral
"mau tanya, pkh 2025 via pos kapan ya cair nya?",neutral
Beli materai di sini,neutral
Kantor pos pusat purwokerto,neutral
kantor pos pusat solo,neutral
